Id,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate,WordParam,DateParam
1497193,2/6/2018,2/16/2018,CUT 2/16,40 HC,OOCL,EXPORT,KENYON,MN,55946,MINNEAPOLIS,MN,55418,60,1000,1200,CUT,2/16/2018
1497197,2/5/2018,2/5/2018,ETA 1/25,40 STD,HAPAG LLYOD,IMPORT,MAPLE PLAIN,MN,55359,MINNEAPOLIS,MN,55418,25,800,1500,ETA,1/25/2018
1497198,2/6/2018,2/16/2018,CUT 2/26,40 HC,OOCL,EXPORT,KENYON,MN,55946,MINNEAPOLIS,MN,55418,60,900,1100,CUT,2/26/2018
1497247,2/14/2018,2/15/2018,eta 2/5,40 HC,EVER,IMPORT,HAYWARD,CA,94544,OAKLAND,CA,94607,22,600,1100,eta,2/5/2018
1497251,2/7/2018,2/13/2018,eta 2/5,40FT CONTAINER,MSC,IMPORT,PORTLAND,OR,97203,SEATTLE,WA,98104,172,1700,1900,eta,2/5/2018
1497254,2/14/2018,2/16/2018,eta 2/5,40 HC,EVER,IMPORT,HAYWARD,CA,94544,OAKLAND,CA,94607,22,600,1100,eta,2/5/2018
1497300,2/6/2018,2/8/2018,CUT 2/09,40 HC,MAERSK,EXPORT,MEMPHIS,TN,38109,HOULKA,MS,38850,114,1200,1400,CUT,2/9/2018
1497313,2/6/2018,2/13/2018,CUT 2/09,40 Open Top,MAERSK,EXPORT,MEMPHIS,TN,38109,HOULKA,MS,38850,114,1200,1400,CUT,2/9/2018
1497360,2/21/2018,2/22/2018,eta 2/14,20 STD,COSCO,IMPORT,MT PLEASANT,TX,75455,LA PORTE,TX,77571,276,1900,2300,eta,2/14/2018
1497381,2/23/2018,2/26/2018,eta 2/14,40 STD,COSCO,IMPORT,MADILL,OK,73446,SEABROOK,TX,77586,388,2400,2800,eta,2/14/2018
1497382,2/23/2018,2/26/2018,eta 2/14,20 STD,COSCO,IMPORT,MADILL,OK,73446,SEABROOK,TX,77586,388,2400,2800,eta,2/14/2018
1497435,2/15/2018,2/23/2018,ETA 2/10,40 STD,COSCO,IMPORT,MORROW,GA,30253,AUSTELL,GA,30106,48,800,1100,ETA,2/10/2018
1497443,2/5/2018,2/15/2018,ETA: 2/08,20FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,600,700,ETA,2/8/2018
1497473,2/21/2018,2/22/2018,ETA 2/15,40FT CONTAINER,NYK,IMPORT,WEST BLOOMFIELD,MI,48323,DETROIT,MI,48209,28,700,1000,ETA,2/15/2018
1497475,2/5/2018,2/15/2018,ETA: 2/08,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,600,700,ETA,2/8/2018
1497484,2/21/2018,2/22/2018,ETA 2/16,40 STD,EVERGREEN,IMPORT,CORDELE,GA,31015,SAVANNAH,GA,31402,187,1000,1000,ETA,2/16/2018
1497502,2/5/2018,2/21/2018,ETA: 2/08,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,700,700,ETA,2/8/2018
1497510,2/5/2018,2/16/2018,ETA: 2/08,40FT CONTAINER,MSC,IMPORT,ARLINGTON,TX,76010,HASLET,TX,76052,32,700,700,ETA,2/8/2018
1497530,2/26/2018,3/1/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497531,2/23/2018,2/28/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497532,2/23/2018,2/28/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497533,2/27/2018,3/1/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/15/2018
1497534,2/26/2018,2/27/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/15/2018
1497535,2/27/2018,3/1/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497536,2/27/2018,3/1/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497538,2/23/2018,2/28/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/15/2018
1497539,2/26/2018,2/27/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/15/2018
1497541,2/19/2018,2/20/2018,eta 2/15,40 STD,ZIM,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1200,1200,eta,2/15/2018
1497542,2/19/2018,2/20/2018,eta 2/15,40 STD,ZIM,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497543,2/20/2018,2/21/2018,eta 2/15,40 STD,ZIM,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1000,1100,eta,2/15/2018
1497544,2/20/2018,2/21/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1000,1100,eta,2/15/2018
1497545,2/20/2018,2/21/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497546,2/20/2018,2/21/2018,eta 2/15,40 STD,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/15/2018
1497547,2/22/2018,2/23/2018,eta 2/19,40 STD,MSC,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/19/2018
1497548,2/22/2018,2/23/2018,eta 2/19,40 STD,MSC,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1100,1000,eta,2/19/2018
1497549,2/22/2018,2/23/2018,eta 2/19,40 STD,MSC,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/19/2018
1497561,2/7/2018,2/8/2018,CUT 2/08,40 HC,CMA,EXPORT,CINCINATTI,OH,45216,CINCINNATI,OH,45069,15,600,900,CUT,2/8/2018
1497602,2/6/2018,2/7/2018,CUT 2/8,40 HC,CMA,EXPORT,ALLIANCE,OH,44601,CLEVELAND,OH,44110,68,800,1000,CUT,2/8/2018
1497616,2/6/2018,2/9/2018,ETA 2/04,40 HC,APL,IMPORT,ONTARIO,CA,91761,SAN PEDRO,CA,90731,57,1700,2000,ETA,2/4/2018
1497617,2/20/2018,2/21/2018,eta 2/16,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31408,173,1100,1000,eta,2/16/2018
1497618,2/21/2018,2/22/2018,eta 2/16,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31408,173,900,1000,eta,2/16/2018
1497619,2/21/2018,2/22/2018,eta 2/16,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31408,173,900,1000,eta,2/16/2018
1497620,2/20/2018,2/21/2018,eta 2/16,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31408,173,1100,1000,eta,2/16/2018
1497623,2/6/2018,2/15/2018,ETA 2/04,40 HC,APL,IMPORT,ONTARIO,CA,91761,SAN PEDRO,CA,90731,57,1700,2000,ETA,2/4/2018
1497632,2/7/2018,2/8/2018,ETA 2/1,40 HC,MSC,IMPORT,SUMMERVILLE,SC,29483,CHARLESTON,SC,29464,30,700,900,ETA,2/1/2018
1497637,2/7/2018,2/7/2018,ETA 2/1,40 HC,MCS,IMPORT,SUMMERVILLE,SC,29483,CHARLESTON,SC,29464,30,600,900,ETA,2/1/2018
1497641,2/7/2018,2/8/2018,ETA 2/1,40 HC,MSC,IMPORT,SUMMERVILLE,SC,29483,CHARLESTON,SC,29464,30,600,900,ETA,2/1/2018
1497646,2/23/2018,2/26/2018,ETA 2/14,40 HC,APL,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497647,2/21/2018,2/22/2018,ETA 2/14,40 HC,APL,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497648,2/22/2018,2/23/2018,ETA 2/14,40 HC,APL,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497649,2/22/2018,2/23/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497650,2/22/2018,2/23/2018,ETA 2/14,40 HC,APL,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497651,2/23/2018,2/26/2018,ETA 2/14,40 HC,APL,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497652,2/16/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497653,2/19/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497654,2/19/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497655,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497657,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497658,2/23/2018,2/26/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497659,2/21/2018,2/22/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497660,2/22/2018,2/23/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497661,2/22/2018,2/23/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497662,2/22/2018,2/23/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497663,2/19/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497664,2/19/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497665,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497666,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497667,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497668,2/20/2018,2/21/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497669,2/19/2018,2/20/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497670,2/22/2018,2/23/2018,ETA 2/14,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,ETA,2/14/2018
1497777,2/7/2018,2/15/2018,CUT 2/16,40 HC,MSC,EXPORT,ORLANDO,FL,32809,JACKSONVILLE,FL,32206,148,1000,1200,CUT,2/16/2018
1497830,2/8/2018,2/9/2018,eta 2/14,20 STD,KLINE,IMPORT,BLUFFTON,OH,45817,COLUMBUS,OH,43217,107,900,1100,eta,2/14/2018
1497892,2/6/2018,2/12/2018,ETA 2/5,40 HC,OOCL,IMPORT,INDIANAPOLIS,IN,46278,ELWOOD,IL,60421,177,3100,3400,ETA,2/5/2018
1497898,2/6/2018,2/13/2018,ETA 2/5,20FT CONTAINER,OOCL,IMPORT,INDIANAPOLIS,IN,46278,ELWOOD,IL,60421,177,3100,3400,ETA,2/5/2018
1497911,2/6/2018,2/8/2018,CUT 2/16,20 STD,MOL,EXPORT,NORTH CHARLESTON,SC,29406,"KINGS MOUNTAIN,",NC,28086,220,2100,2600,CUT,2/16/2018
1497912,2/19/2018,2/20/2018,ETA 2/16,20FT CONTAINER,OOCL,IMPORT,HUNTSVILLE,AL,35806,MEMPHIS,TN,38118,203,1800,2000,ETA,2/16/2018
1497924,2/14/2018,2/20/2018,ETA 2/14,40 STD,MAERSK,IMPORT,MECHANICSBURG,PA,17055,BALTIMORE,MD,21224,87,1100,1500,ETA,2/14/2018
1497974,2/6/2018,2/13/2018,ETA 02/04,20FT CONTAINER,NYK,IMPORT,PHOENIX,AZ,85040,TERMINAL ISLAND,CA,90731,390,3400,3500,ETA,2/4/2018
1498035,2/8/2018,2/9/2018,CUT 2/13,20FT CONTAINER,MSC,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1900,2200,CUT,2/13/2018
1498045,2/12/2018,2/13/2018,ETA TO DELIVER 2/12,40FT REEFER,HAPAG LLOYD,IMPORT,FOGELSVILLE,PA,18051,BALTIMORE,MD,21202,135,2000,2200,ETA,2/12/2018
1498140,2/9/2018,2/9/2018,cut 2/9,40 HC,HAPAG LLOYD,EXPORT,PENNSAUKEN,NJ,8110,JERSEY CITY,NY,7305,84,2300,2600,cut,2/9/2018
1498175,2/8/2018,2/13/2018,CUT 2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498181,2/12/2018,2/16/2018,CUT2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498188,2/9/2018,2/13/2018,CUT 2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498190,2/9/2018,2/16/2018,CUT 2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498201,2/10/2018,2/14/2018,CUT 2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498215,2/12/2018,2/13/2018,CUT 2/14,40 HC,MSC,EXPORT,COLUMBIA,SC,29210,MT PLEASANT,SC,29464,120,1000,1100,CUT,2/14/2018
1498217,2/9/2018,2/12/2018,CUT 2/9,40 HC,HAPAG LLOYD,EXPORT,PENNSAUKEN,NJ,8110,JERSEY CITY,NY,7305,84,1800,2200,CUT,2/9/2018
1498290,2/14/2018,2/16/2018,CUT 2/16,40 HC,MAERSK,EXPORT,ELK GROVE VILLAGE,IL,60007,BEDFORD PARK,IL,60638,23,1200,1200,CUT,2/16/2018
1498357,2/9/2018,2/12/2018,ETA 2/03,40 HC,MSC,IMPORT,PADUCAH,KY,42003,SAVANNAH,GA,31408,638,3500,4600,ETA,2/3/2018
1498436,2/6/2018,2/20/2018,eta 2/13,20FT CONTAINER,MSC,IMPORT,STOCKTON,CA,95215,OAKLAND,CA,X,0,800,1000,eta,2/13/2018
1498437,2/6/2018,2/19/2018,ETA 2/04,40 STD,CMA,IMPORT,VALDOSTA,GA,31606,NORTH CHARLESTON,SC,29406,275,2400,3300,ETA,2/4/2018
1498443,2/26/2018,2/27/2018,ETA 2/16,40FT CONTAINER,MSC,IMPORT,IRVING,TX,75061,PASADENA,TX,77586,284,2000,2100,ETA,2/16/2018
1498447,2/6/2018,2/7/2018,cut 2/8,40 HC,HYUNDAI,EXPORT,CARROLTON,TX,75006,DALLAS,TX,76052,45,700,1000,cut,2/8/2018
1498544,2/7/2018,2/7/2018,CUT 2/8,40 HC,ZIM,EXPORT,DEL RIO,TX,78840,GALENA PARK,TX,77547,361,2900,3400,CUT,2/8/2018
1498569,2/7/2018,2/8/2018,CUT 2/12,20FT CONTAINER,MSC,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1900,2200,CUT,2/12/2018
1498575,2/7/2018,2/8/2018,CUT 2/12,20FT CONTAINER,MSC,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1900,2200,CUT,2/12/2018
1498582,2/23/2018,2/26/2018,cut 2/27,40 HC,CMA,EXPORT,ATLANTA,GA,30312,ETOWAH,TN,37331,132,1200,1800,cut,2/27/2018
1498603,2/6/2018,2/9/2018,ETA 2/5,40 HC,MSC,IMPORT,RIVERSIDE,MO,64150,KANSAS CITY,MO,64146,30,800,1100,ETA,2/5/2018
1498639,2/6/2018,2/12/2018,ETA 2/1,40 HC,MSC,IMPORT,ELK GROVE VILLIAGE,IL,60007,BEDFORD PARK,IL,60638,23,700,1000,ETA,2/1/2018
1498658,2/9/2018,2/14/2018,ETA 2/9,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,2/9/2018
1498660,2/12/2018,2/14/2018,ETA 2/09,40 HC,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,2/9/2018
1498661,2/12/2018,2/19/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,900,900,ETA,2/9/2018
1498662,2/12/2018,2/14/2018,ETA 2/09,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,2/9/2018
1498663,2/13/2018,2/15/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,2/9/2018
1498664,2/13/2018,2/19/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,1100,1100,ETA,2/9/2018
1498665,2/13/2018,2/19/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,900,1000,ETA,2/9/2018
1498666,2/13/2018,2/19/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,2/9/2018
1498667,2/13/2018,2/14/2018,ETA 2/09,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,1000,1000,ETA,2/9/2018
1498730,2/7/2018,2/7/2018,CUT: 2/09,40FT CONTAINER,CMA,EXPORT,BURLINGAME,CA,94010,OAKLAND,CA,94607,24,1000,1100,CUT,2/9/2018
1498743,2/6/2018,2/14/2018,ETA 2/6,40 HC,APL,IMPORT,SAINT LOUIS,MO,63146,SAINT LOUIS,MO,63146,0,1500,900,ETA,2/6/2018
1498751,2/8/2018,2/15/2018,ETA 2/01,20 STD,MAERSK,IMPORT,SAN BERNARDINO,CA,92408,LONG BEACH,CA,90801,67,1900,2200,ETA,2/1/2018
1498780,2/6/2018,2/6/2018,CUT 2/9,40 HC,MAERSK,EXPORT,JOHNSTON,SC,29832,CHARLESTON,SC,29401,157,900,1100,CUT,2/9/2018
1498784,2/6/2018,2/7/2018,CUT 2/9,40 HC,MAERSK,EXPORT,JOHNSTON,SC,29832,CHARLESTON,SC,29401,157,1800,1900,CUT,2/9/2018
1498788,2/6/2018,2/7/2018,cut 2/9,40 HC,MAERSK,EXPORT,JOHNSTON,SC,29832,CHARLESTON,SC,29401,157,900,900,cut,2/9/2018
1498793,2/8/2018,2/12/2018,ETA 2/8,20 STD,APL,IMPORT,GRAYSON,KY,41143,CINCINNATI,OH,45206,121,2000,2400,ETA,2/8/2018
1498803,2/7/2018,2/15/2018,ETA 2/9,45 HC,COSCO,IMPORT,DORAL,FL,33126,MIAMI,FL,33132,11,400,500,ETA,2/9/2018
1498810,2/6/2018,2/12/2018,ETA 2/4,20 STD,EVERGREEN,IMPORT,ELMIRA HEIGHTS,NY,14903,ELIZABETH,NY,7201,227,2600,3000,ETA,2/4/2018
1498820,2/9/2018,2/22/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498821,2/9/2018,3/2/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498822,2/9/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498823,2/9/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,800,900,ETA,2/5/2018
1498829,2/9/2018,2/19/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,500,900,ETA,2/5/2018
1498830,2/9/2018,2/19/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498831,2/9/2018,2/19/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498833,2/9/2018,2/19/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498834,2/9/2018,2/20/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,700,900,ETA,2/5/2018
1498835,2/15/2018,2/16/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,900,1000,ETA,2/5/2018
1498837,2/15/2018,2/20/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,900,1000,ETA,2/5/2018
1498838,2/20/2018,2/20/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,1000,1000,ETA,2/5/2018
1498839,2/21/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,1000,1000,ETA,2/5/2018
1498840,2/21/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,800,1000,ETA,2/5/2018
1498845,2/9/2018,2/24/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,900,900,ETA,2/5/2018
1498846,2/14/2018,2/15/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,900,1000,ETA,2/5/2018
1498847,2/14/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,1000,900,ETA,2/5/2018
1498848,2/21/2018,2/21/2018,ETA 2/5,40 HC,CMA,IMPORT,CANTON,MI,48187,FERNDALE,MI,48220,30,900,1100,ETA,2/5/2018
1498858,2/7/2018,2/8/2018,eta 2/6,40 HC,INDEPENDENT,IMPORT,WAMPUM,PA,16157,CHESTER,PA,19013,335,3500,4000,eta,2/6/2018
1498892,2/6/2018,2/6/2018,ETA 2/21,40 HC,OOCL,IMPORT,DULUTH,GA,30097,AUSTELL,GA,38118,400,600,700,ETA,2/21/2018
1498900,2/9/2018,2/16/2018,cut 2/15,45FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28677,MOUNT PLEASANT,SC,29464,253,2200,2100,cut,2/15/2018
1498906,2/14/2018,2/15/2018,cut 2/15,45FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28677,MOUNT PLEASANT,SC,29464,253,2100,2000,cut,2/15/2018
1498964,2/12/2018,2/16/2018,ETA 2/6,40 HC,HAMBURG,IMPORT,BRASELTON,GA,30517,SAVANNAH,GA,31408,293,1800,2000,ETA,2/6/2018
1498967,2/12/2018,2/15/2018,ETA 2/6,40 HC,HAMBURG,IMPORT,BRASELTON,GA,30517,SAVANNAH,GA,31408,293,1800,1900,ETA,2/6/2018
1498973,2/12/2018,2/15/2018,ETA 2/6,40 HC,HAMBURG,IMPORT,BRASELTON,GA,30517,SAVANNAH,GA,31408,293,1800,1900,ETA,2/6/2018
1498981,2/6/2018,2/6/2018,ETA 2/28,40 HC,MAERSK,IMPORT,DUBLIN,VA,24084,SAN PEDRO,CA,90731,2408,1600,12700,ETA,2/28/2018
1498991,2/7/2018,2/7/2018,ETA 2/28,40 HC,MAERSK,IMPORT,DUBLIN,VA,24084,SAN PEDRO,CA,90731,2408,1600,12700,ETA,2/28/2018
1498998,2/12/2018,2/12/2018,eta 2/7,40 HC,MSC,IMPORT,HOUSTON,TX,77040,SEABROOK,TX,77586,49,800,1300,eta,2/7/2018
1499002,2/8/2018,2/8/2018,ETA 2/28,40 HC,MAERSK,IMPORT,DUBLIN,VA,24084,SAN PEDRO,CA,90731,2408,1600,12700,ETA,2/28/2018
1499011,2/9/2018,2/9/2018,ETA 2/28,40 HC,MAERSK,IMPORT,DUBLIN,VA,24084,SAN PEDRO,CA,90731,2408,1600,12800,ETA,2/28/2018
1499012,2/12/2018,2/13/2018,ETA 2/7,40 HC,MSC,IMPORT,HOUSTON,TX,77040,SEABROOK,TX,77586,49,900,1500,ETA,2/7/2018
1499013,2/7/2018,2/15/2018,CUT 2/15,40 HC,CMA,EXPORT,ELIZABETH,NJ,7201,NEW BRITAIN,CT,6052,126,1500,1800,CUT,2/15/2018
1499019,2/12/2018,2/13/2018,CUT 2/12,20FT CONTAINER,MAERSK,EXPORT,LYNNFIELD,MA,1940,NEWARK,NJ,7114,240,2600,2700,CUT,2/12/2018
1499121,2/12/2018,2/12/2018,CUT 2/13,40 HC,MAERSK,EXPORT,LYNNFIELD,MA,1940,SOUTH BOSTON,MA,2210,17,1000,1000,CUT,2/13/2018
1499152,2/6/2018,2/6/2018,ETA 2/23,40 HC,MSC,IMPORT,FAIRFIELD,OH,45014,COLUMBUS,OH,43228,105,1000,1200,ETA,2/23/2018
1499183,2/7/2018,2/12/2018,ETA 2/07,40 STD,OOCL,IMPORT,"LINCOLNTON,",NC,28092,NORTH CHARLESTON,SC,29406,226,2400,3400,ETA,2/7/2018
1499184,2/8/2018,2/14/2018,eta 2/7,20FT CONTAINER,HAPAG,IMPORT,WINTER GARDEN,FL,34787,JACKSONVILLE,FL,32226,160,2200,2500,eta,2/7/2018
1499185,2/7/2018,2/7/2018,ETA 2/7,20FT CONTAINER,YANG MING,IMPORT,WILLIAMSBURG,KY,40769,LOUISVILLE,KY,40218,174,2400,2600,ETA,2/7/2018
